description,vendor_name,created_at,invoice_date,due_date,payment_date,amount,settled,outstanding
,Roberto Thomas,24/10/2016 10:34,24/10/2016 00:00,7/11/16 0:00,25/10/2016 18:04,196.24,196.24,0
,Roy Bryant,17/09/2013 20:47,17/09/2013 00:00,18/09/2013 00:00,20/09/2013 23:59,196.33,196.33,0
,Brandon Carr,3/3/15 10:27,3/3/15 0:00,17/03/2015 00:00,4/3/15 18:09,196.38,196.38,0
,Diane Higgins,1/8/16 11:30,22/07/2016 00:00,19/08/2016 00:00,2/9/16 11:21,196.38,196.38,0
,Chad Moore,4/2/14 13:33,4/2/14 0:00,18/02/2014 00:00,19/02/2014 16:16,196.78,196.78,0
,Christopher Thomas,2/11/14 16:50,2/11/14 0:00,2/12/14 0:00,23/01/2015 13:29,196.98,196.98,0
,Desiree Holt,22/10/2015 09:01,22/10/2015 00:00,21/11/2015 00:00,22/12/2015 13:34,196.98,196.98,0
,Diane Higgins,14/09/2014 07:22,27/08/2014 00:00,24/09/2014 00:00,27/11/2014 12:44,196.98,196.98,0
,Steven Hernandez,28/01/2016 11:10,28/01/2016 00:00,27/02/2016 00:00,17/03/2016 14:17,196.98,196.98,0
,Thomas Dominguez,2/10/16 14:35,30/09/2016 00:00,5/10/16 0:00,8/11/16 14:32,196.98,196.98,0
,Sean Richards,11/5/15 12:28,1/5/15 0:00,22/05/2015 00:00,2/6/15 14:46,197.1,197.1,0
,Vicki Ortiz,4/7/17 15:02,30/06/2017 00:00,30/07/2017 00:00,1/8/17 15:48,197.22,197.22,0
,Derek Huber,2/3/15 10:56,2/3/15 0:00,1/4/15 0:00,14/06/2015 22:43,197.28,170.88,26.4
,Maria Buckley,28/09/2015 14:28,31/08/2015 00:00,30/09/2015 00:00,12/11/15 15:52,197.48,197.48,0
,Angel Harris,14/03/2017 09:52,14/03/2017 00:00,21/03/2017 00:00,31/03/2017 13:56,197.58,197.58,0
,Vicki Ortiz,2/10/15 10:16,30/09/2015 00:00,30/10/2015 00:00,5/11/15 10:14,197.58,197.58,0
,Tiffany Stevens,1/9/15 15:30,31/08/2015 00:00,30/09/2015 00:00,16/10/2015 12:13,197.74,197.74,0
,Vicki Ortiz,12/3/15 14:02,12/3/15 0:00,11/4/15 0:00,14/06/2015 21:41,197.88,197.88,0
,Gregory Harris,7/7/16 11:37,30/06/2016 00:00,14/07/2016 00:00,28/09/2016 11:50,197.92,197.92,0
,Keith Navarro,14/10/2016 09:21,21/09/2016 00:00,21/10/2016 00:00,3/11/16 21:17,198.18,198.18,0
,Steven Burton,28/11/2013 15:16,28/11/2013 00:00,28/12/2013 00:00,16/12/2013 09:59,198.23,198.23,0
,Jennifer Cole,22/08/2014 12:07,22/08/2014 00:00,21/09/2014 00:00,22/10/2014 11:39,198.42,198.42,0
,Vicki Ortiz,2/6/17 10:55,31/05/2017 00:00,30/06/2017 00:00,30/06/2017 11:49,198.5,198.49,0.01
,Michael Peterson,21/04/2016 18:20,17/04/2016 00:00,17/05/2016 00:00,1/6/16 15:15,198.78,198.78,0
,Angela White,7/11/15 8:47,28/10/2015 00:00,27/11/2015 00:00,11/11/15 12:48,198.98,198.98,0
,Andrea Hanson,3/12/13 15:56,27/08/2013 00:00,26/09/2013 00:00,16/12/2013 19:40,199.08,199.08,0
,Ashley Rose,18/05/2017 15:29,18/05/2017 00:00,25/05/2017 00:00,27/06/2017 09:14,199.48,199.48,0
,William Jackson,13/12/2016 11:23,13/12/2016 00:00,12/1/17 0:00,13/03/2017 09:43,199.61,199.61,0
,Paige Garcia,22/04/2013 13:02,19/04/2013 00:00,3/5/13 0:00,30/05/2013 08:15,199.74,199.74,0
,Jamie Carroll,23/07/2017 22:41,23/07/2017 00:00,24/07/2017 00:00,30/07/2017 21:08,199.82,199.82,0
,April Spencer,12/3/14 13:00,3/2/14 0:00,5/3/14 0:00,15/04/2014 15:55,199.98,199.98,0
,Christopher Sanchez,25/07/2014 13:26,18/07/2014 00:00,17/08/2014 00:00,21/10/2014 09:20,199.98,199.98,0
,Daniel Carlson,8/7/15 8:33,8/7/15 0:00,15/07/2015 00:00,14/07/2015 06:55,199.98,199.98,0
,Gary Lopez,4/9/13 10:10,4/9/13 0:00,18/09/2013 00:00,21/11/2013 14:48,199.98,199.98,0
,Heather Lang,22/11/2016 01:53,22/11/2016 00:00,6/12/16 0:00,23/11/2016 11:53,199.98,199.98,0
,Jennifer Griffin,14/11/2014 17:02,14/11/2014 00:00,14/12/2014 00:00,15/01/2015 17:44,199.98,199.98,0
,Kara Stark,1/12/16 1:53,1/12/16 0:00,15/12/2016 00:00,9/12/16 17:53,199.98,199.98,0
,Kevin Hodges,5/10/15 9:03,5/10/15 0:00,30/11/2015 00:00,3/12/15 9:29,199.98,199.98,0
,Kevin Hodges,1/4/16 9:50,1/4/16 0:00,31/05/2016 00:00,3/6/16 8:12,199.98,199.98,0
,Michael Richardson,18/09/2014 12:29,4/7/14 0:00,3/8/14 0:00,18/09/2014 15:15,199.98,199.98,0
,Robert Gilbert,18/03/2014 18:59,14/02/2014 00:00,16/03/2014 00:00,19/03/2014 15:45,199.98,199.98,0
,Ronnie Rodriguez,6/10/15 12:54,22/09/2015 00:00,6/11/15 0:00,12/11/15 10:04,199.98,199.98,0
,Thomas Dominguez,22/08/2016 12:59,19/08/2016 00:00,24/08/2016 00:00,6/9/16 14:00,199.98,199.98,0
,Vicki Ortiz,24/11/2014 10:20,24/11/2014 00:00,24/12/2014 00:00,29/01/2015 14:40,199.98,199.98,0
,Vicki Ortiz,2/10/15 11:27,30/09/2015 00:00,30/10/2015 00:00,4/1/16 13:27,199.98,199.98,0
,Vicki Ortiz,30/12/2014 11:33,30/12/2014 00:00,29/01/2015 00:00,20/03/2015 15:04,199.98,199.98,0
,Vicki Ortiz,4/12/15 9:45,30/11/2015 00:00,30/12/2015 00:00,14/01/2016 09:51,199.98,199.98,0
,Vicki Ortiz,8/12/15 16:34,8/12/15 0:00,7/1/16 0:00,5/2/16 12:25,199.98,199.98,0
,Vicki Ortiz,30/10/2015 14:30,30/10/2015 00:00,29/11/2015 00:00,4/1/16 13:27,199.98,199.98,0
,Steven Osborne,8/10/14 19:32,8/10/14 0:00,22/10/2014 00:00,11/11/14 9:46,199.99,199.99,0
,David Thomas,9/6/16 21:26,31/05/2016 00:00,17/06/2016 00:00,21/06/2016 22:16,200.39,200.39,0
,Anthony Ross,2/1/15 11:23,2/1/15 0:00,9/1/15 0:00,14/01/2015 14:35,200.68,200.68,0
,Bryce Spencer,16/08/2017 23:41,16/08/2017 00:00,17/08/2017 00:00,26/08/2017 08:52,200.69,100.69,100
,Vicki Ortiz,24/03/2017 15:09,24/03/2017 00:00,23/04/2017 00:00,27/04/2017 10:19,200.88,200.88,0
,Claire Booth,5/10/16 11:20,5/10/16 0:00,21/10/2016 00:00,31/10/2016 14:22,200.91,200.91,0
,Jason Sanchez,23/04/2015 07:35,3/4/15 0:00,17/04/2015 00:00,29/05/2015 14:41,200.93,200.93,0
,Heather Rose,8/12/15 18:42,8/10/15 0:00,22/12/2015 00:00,16/12/2015 17:40,200.98,200.98,0
,Heather Rose,8/12/15 18:46,8/12/15 0:00,22/12/2015 00:00,16/12/2015 17:43,200.98,200.98,0
,Phillip Roberts,11/10/13 11:38,11/10/13 0:00,10/11/13 0:00,31/01/2014 16:26,201.24,201.24,0
,Jonathan Gibbs,13/03/2016 22:00,29/02/2016 00:00,18/03/2016 00:00,19/04/2016 12:52,201.25,201.25,0
,Vicki Ortiz,28/07/2017 11:19,28/07/2017 00:00,27/08/2017 00:00,12/9/17 9:08,201.48,201.48,0
,Robert Johnson,2/4/17 22:17,31/03/2017 00:00,21/04/2017 00:00,21/04/2017 10:16,201.59,201.59,0
,Nicholas Gardner,15/12/2013 19:50,15/12/2013 00:00,16/12/2013 00:00,16/12/2013 00:32,201.67,201.67,0
,Vicki Ortiz,30/05/2014 11:26,30/05/2014 00:00,30/06/2014 00:00,20/08/2014 16:55,201.72,201.72,0
,Wanda Curry,6/9/17 11:45,31/08/2017 00:00,15/09/2017 00:00,22/09/2017 09:37,201.78,201.78,0
,Michael Francis,8/12/14 10:49,30/11/2014 00:00,30/12/2014 00:00,18/01/2015 17:10,201.96,201.96,0
,Bradley Lee,20/01/2016 14:32,3/12/15 0:00,2/1/16 0:00,28/01/2016 12:20,201.98,201.98,0
,Brian Baker,21/09/2017 13:49,20/09/2017 00:00,20/10/2017 00:00,26/09/2017 15:57,201.98,201.98,0
,Chad Lee,23/06/2012 10:56,23/06/2012 00:00,7/7/12 0:00,28/07/2012 18:55,201.98,201.98,0
,Janice Cole,12/2/15 14:29,1/12/14 0:00,31/12/2014 00:00,12/2/15 14:45,201.98,41.98,160
,Janice Cole,12/2/15 14:29,1/12/14 0:00,31/12/2014 00:00,26/02/2015 10:52,201.98,41.98,160
,Jody Rodriguez,17/11/2014 15:24,17/11/2014 00:00,17/12/2014 00:00,27/11/2014 16:29,201.98,201.98,0
,Jody Rodriguez,26/11/2015 11:06,21/11/2015 00:00,21/12/2015 00:00,7/1/16 13:59,201.98,201.98,0
,Joel Russell,20/02/2017 17:59,31/12/2016 00:00,30/01/2017 00:00,20/02/2017 18:06,201.98,201.98,0
,Katherine Reyes,12/9/16 12:26,12/9/16 0:00,26/09/2016 00:00,19/09/2016 12:28,201.98,201.98,0
,Kelly Ward,20/09/2017 11:19,14/06/2017 00:00,14/07/2017 00:00,26/09/2017 13:58,201.98,201.98,0
,Kyle Nicholson,15/12/2014 19:52,15/12/2014 00:00,14/01/2015 00:00,6/1/15 10:22,201.98,201.98,0
,Mary Rivers,16/04/2017 12:04,13/04/2017 00:00,18/04/2017 00:00,16/04/2017 12:12,201.98,201.98,0
,Matthew Jackson,16/03/2016 12:45,6/1/16 0:00,5/2/16 0:00,14/04/2016 10:07,201.98,201.98,0
,Mr. Brendan Powell MD,30/04/2015 08:03,30/04/2015 00:00,30/05/2015 00:00,24/05/2015 13:41,201.98,201.98,0
,Mrs. Sarah Smith,24/10/2016 11:45,24/08/2016 00:00,23/09/2016 00:00,11/11/16 12:22,201.98,201.98,0
,Ms. Rebecca Drake MD,29/04/2014 13:25,29/04/2014 00:00,29/05/2014 00:00,16/05/2014 12:55,201.98,201.98,0
,Robert Lara,20/09/2017 11:14,8/6/17 0:00,8/7/17 0:00,26/09/2017 13:32,201.98,201.98,0
,Teresa Myers,17/05/2016 14:10,10/3/16 0:00,9/4/16 0:00,26/05/2016 11:24,201.98,201.98,0
,Teresa Myers,30/11/2015 14:06,21/11/2015 00:00,21/12/2015 00:00,28/01/2016 13:15,201.98,201.98,0
,Thomas Dominguez,16/02/2016 11:41,15/02/2016 00:00,20/02/2016 00:00,27/03/2016 07:31,201.98,201.98,0
,Donna Willis,23/04/2014 15:46,23/04/2014 00:00,23/05/2014 00:00,20/08/2014 16:05,202.14,202.14,0
,Rhonda Walker,15/07/2013 11:28,12/7/13 0:00,26/07/2013 00:00,28/08/2013 22:00,202.17,202.17,0
,Tiffany Stevens,25/08/2015 13:23,24/08/2015 00:00,23/09/2015 00:00,16/10/2015 12:13,202.31,202.31,0
,Derek Huber,30/05/2015 12:30,30/05/2015 00:00,29/06/2015 00:00,31/07/2015 13:35,202.38,202.38,0
,Terry Moore,11/5/15 12:47,1/5/15 0:00,22/05/2015 00:00,2/6/15 10:05,202.41,202.41,0
,Vicki Ortiz,13/04/2015 09:25,13/04/2015 00:00,13/05/2015 00:00,14/06/2015 21:57,202.84,202.84,0
,Vicki Ortiz,11/9/14 13:26,11/9/14 0:00,11/10/14 0:00,27/11/2014 14:41,202.84,202.84,0
,Bradley Atkinson,31/05/2014 14:12,31/05/2014 00:00,14/06/2014 00:00,6/7/14 11:22,202.85,202.85,0
,Debra Reid,11/2/16 12:25,11/2/16 0:00,12/3/16 0:00,20/04/2016 11:00,202.98,202.98,0
,Christy Freeman,4/1/16 21:21,4/1/16 0:00,3/2/16 0:00,17/03/2016 15:16,203.2,203.2,0
,Anthony Russell,9/1/15 11:10,8/1/15 0:00,7/2/15 0:00,10/2/15 14:36,203.46,203.46,0
,Anthony Russell,4/2/15 12:53,27/01/2015 00:00,26/02/2015 00:00,23/02/2015 12:19,203.46,203.46,0
,Anthony Russell,23/10/2014 13:38,21/10/2014 00:00,20/11/2014 00:00,18/11/2014 12:34,203.46,203.46,0
,Rachel Butler,18/03/2015 14:40,17/03/2015 00:00,16/04/2015 00:00,11/5/15 13:20,203.48,203.48,0
,Benjamin Bauer,30/05/2014 13:49,30/05/2014 00:00,6/6/14 0:00,3/7/14 14:03,203.58,203.58,0
,Debra Reid,11/1/16 15:33,11/1/16 0:00,10/2/16 0:00,15/03/2016 16:51,203.58,160.38,43.2
,Donald Fernandez,5/2/14 15:08,31/01/2014 00:00,2/3/14 0:00,19/03/2014 15:39,203.58,203.58,0
,Vicki Ortiz,6/10/15 11:52,30/09/2015 00:00,30/10/2015 00:00,11/11/15 14:30,203.58,203.58,0
,Sara Walker,30/09/2016 13:13,30/09/2016 00:00,30/10/2016 00:00,22/11/2016 12:51,203.71,203.71,0
,Vicki Ortiz,15/03/2016 10:50,15/03/2016 00:00,14/04/2016 00:00,12/5/16 13:36,204.04,204.04,0
,Vicki Ortiz,4/7/17 14:57,30/06/2017 00:00,30/07/2017 00:00,1/8/17 15:48,204.04,204.04,0
,Vicki Ortiz,26/07/2016 12:35,26/07/2016 00:00,25/08/2016 00:00,31/10/2016 11:09,204.04,204.04,0
,Vicki Ortiz,6/10/15 11:11,30/09/2015 00:00,30/10/2015 00:00,11/11/15 14:30,204.04,204.04,0
,Gregory Harris,12/10/15 20:55,12/10/15 0:00,16/10/2015 00:00,20/10/2015 22:00,204.09,204.09,0
,Susan Pacheco,7/8/16 21:07,31/07/2016 00:00,19/08/2016 00:00,28/09/2016 11:29,204.26,204.26,0
,James Allen,11/1/17 17:21,11/1/17 0:00,18/01/2017 00:00,11/4/17 11:38,204.48,204.48,0
,Rachel Serrano,1/9/14 14:54,1/9/14 0:00,1/10/14 0:00,4/10/14 9:52,204.48,64.48,140
,Keith Navarro,27/01/2016 20:13,20/01/2016 00:00,19/02/2016 00:00,10/2/16 20:06,204.59,204.59,0
,Steven Smith,7/4/14 23:18,4/4/14 0:00,18/04/2014 00:00,17/04/2014 11:27,204.63,204.63,0
,Phillip Roberts,26/08/2013 12:44,27/08/2013 00:00,26/09/2013 00:00,25/11/2013 21:15,205.67,131.87,73.8
,Billy Barnes,13/03/2014 10:19,13/03/2014 00:00,12/4/14 0:00,14/04/2014 09:42,205.98,205.98,0
,Diane Higgins,10/6/15 15:13,29/05/2015 00:00,26/06/2015 00:00,2/7/15 10:20,205.98,205.98,0
,Diane Higgins,9/2/15 13:37,16/01/2015 00:00,13/02/2015 00:00,25/02/2015 13:13,205.98,205.98,0
,Jerry Jackson,4/2/15 13:46,28/01/2015 00:00,27/02/2015 00:00,13/03/2015 14:53,205.98,205.98,0
,Jim Velazquez,7/11/15 9:22,28/10/2015 00:00,27/11/2015 00:00,11/11/15 10:23,205.98,205.98,0
,Thomas Jensen,10/7/17 15:22,10/7/17 0:00,17/07/2017 00:00,2/10/17 14:30,205.98,205.98,0
,Vicki Ortiz,13/04/2015 10:09,13/04/2015 00:00,13/05/2015 00:00,14/06/2015 21:57,205.98,205.98,0
,Vicki Ortiz,28/04/2015 11:51,28/04/2015 00:00,28/05/2015 00:00,15/07/2015 08:54,205.98,205.98,0
,Vicki Ortiz,9/4/15 8:05,9/4/15 0:00,9/5/15 0:00,31/07/2015 12:29,205.98,205.98,0
,Vicki Ortiz,2/6/14 16:46,30/05/2014 00:00,30/06/2014 00:00,20/08/2014 16:55,205.98,205.98,0
,Vicki Ortiz,28/04/2015 11:33,28/04/2015 00:00,28/05/2015 00:00,10/6/15 14:18,205.98,205.98,0
,Vicki Ortiz,8/12/15 16:37,8/12/15 0:00,7/1/16 0:00,5/2/16 12:25,205.98,205.98,0
,Vicki Ortiz,2/6/14 16:38,30/05/2014 00:00,30/06/2014 00:00,20/08/2014 16:55,205.98,205.98,0
,Victor Richmond,5/6/15 11:00,5/6/15 0:00,12/6/15 0:00,30/06/2015 14:23,205.98,205.98,0
,Ashley Bradford,24/11/2016 14:18,7/10/16 0:00,14/10/2016 00:00,13/12/2016 11:22,206.46,206.46,0
,Cory Morales,13/03/2015 14:23,4/3/15 0:00,3/4/15 0:00,30/04/2015 13:04,206.58,206.58,0
,Deborah Lewis,30/06/2016 11:04,24/06/2016 00:00,8/7/16 0:00,14/07/2016 09:45,206.6,206.6,0
,Tonya Francis,20/05/2014 07:02,19/05/2014 00:00,18/06/2014 00:00,8/8/14 10:40,206.76,206.76,0
,Donna Willis,1/5/14 13:42,30/04/2014 00:00,31/05/2014 00:00,20/08/2014 16:05,206.9,206.9,0
,Rachel Brock,1/2/16 10:20,1/2/16 0:00,2/3/16 0:00,13/04/2016 11:17,207.06,101.85,105.21
,Brent Hogan,18/05/2015 08:42,20/04/2015 00:00,4/5/15 0:00,19/05/2015 14:21,207.39,207.39,0
,Kristin Olson,13/10/2014 09:44,13/10/2014 00:00,12/11/14 0:00,8/12/14 18:08,207.52,207.52,0
,Kristin Olson,13/10/2014 08:49,13/10/2014 00:00,12/11/14 0:00,8/12/14 18:08,207.78,207.78,0
,Kathleen Jensen,26/02/2015 10:13,23/02/2015 00:00,25/03/2015 00:00,8/5/15 12:07,207.85,207.85,0
,Miranda Martinez,15/02/2017 13:29,14/12/2016 00:00,13/01/2017 00:00,25/03/2017 08:51,208.04,208.04,0
,Casey Underwood,14/04/2014 20:05,7/3/14 0:00,21/03/2014 00:00,1/5/14 14:05,208.11,208.11,0
,Debra Wright,7/10/14 19:56,17/09/2014 00:00,17/10/2014 00:00,23/10/2014 19:29,208.32,208.32,0
,Amy Gardner,11/2/16 12:24,31/01/2016 00:00,19/02/2016 00:00,23/02/2016 13:28,208.42,208.42,0
,Mrs. Gina Williams DDS,10/6/15 11:45,1/6/15 0:00,19/06/2015 00:00,23/06/2015 11:13,208.74,208.74,0
,Michael Soto,7/7/16 13:04,1/7/16 0:00,15/07/2016 00:00,29/07/2016 09:53,208.81,208.81,0
,Steven Williams,26/08/2014 11:53,1/9/14 0:00,15/09/2014 00:00,26/08/2014 12:03,208.98,208.98,0
,Mr. Brendan Powell MD,21/05/2015 20:46,21/05/2015 00:00,20/06/2015 00:00,24/05/2015 13:41,209.11,209.11,0
,Kathryn Cabrera,14/03/2017 09:51,14/03/2017 00:00,21/03/2017 00:00,31/03/2017 14:50,209.58,209.58,0
,Casey Underwood,10/12/16 22:17,30/11/2016 00:00,14/12/2016 00:00,13/01/2017 14:30,209.7,208.7,1
,William Jackson,5/5/17 15:05,5/5/17 0:00,4/6/17 0:00,24/07/2017 08:47,209.95,209.95,0
,Vicki Ortiz,24/03/2017 09:05,24/03/2017 00:00,23/04/2017 00:00,27/04/2017 10:19,210.04,210.04,0
,Debra Reid,22/08/2016 12:29,22/08/2016 00:00,21/09/2016 00:00,13/10/2016 11:38,210.18,210.18,0
,David Johnson,3/10/13 21:57,27/09/2013 00:00,11/10/13 0:00,29/10/2013 09:34,210.42,210.42,0
,David Thomas,11/12/14 1:18,11/12/14 0:00,25/12/2014 00:00,2/1/15 20:56,210.61,210.61,0
,William Jackson,26/01/2016 10:07,26/01/2016 00:00,25/02/2016 00:00,22/03/2016 10:00,210.72,210.72,0
,David Atkinson,9/4/15 11:27,30/04/2015 00:00,7/5/15 0:00,6/5/15 14:05,210.78,210.78,0
,Debra Reid,23/12/2015 14:44,23/12/2015 00:00,22/01/2016 00:00,15/03/2016 16:51,210.78,210.78,0
,Kaitlyn Cruz,24/11/2016 14:01,30/10/2016 00:00,13/11/2016 00:00,9/2/17 12:30,210.78,210.78,0
,Louis Espinoza,17/10/2014 09:56,17/10/2014 00:00,16/11/2014 00:00,3/12/14 13:06,210.78,210.78,0
,Diane Higgins,20/09/2016 12:39,22/09/2016 00:00,20/10/2016 00:00,11/11/16 14:26,211.02,211.02,0
,Diane Higgins,2/2/16 14:39,28/01/2016 00:00,25/02/2016 00:00,4/3/16 13:39,211.02,211.02,0
,Diane Higgins,4/1/16 11:54,21/12/2015 00:00,18/01/2016 00:00,8/2/16 10:41,211.02,211.02,0
,Diane Higgins,30/09/2015 09:56,21/09/2015 00:00,19/10/2015 00:00,9/11/15 12:28,211.02,211.02,0
,Diane Higgins,4/1/16 11:57,21/12/2015 00:00,18/01/2016 00:00,8/2/16 10:41,211.02,211.02,0
,Diane Higgins,15/12/2015 14:47,10/12/15 0:00,7/1/16 0:00,8/2/16 10:41,211.02,211.02,0
,Derek Huber,28/08/2014 12:31,28/08/2014 00:00,27/09/2014 00:00,22/10/2014 09:12,211.26,211.26,0
,Daniel Williams,30/04/2014 14:04,25/04/2014 00:00,9/5/14 0:00,25/06/2014 11:27,211.98,211.98,0
,Diane Higgins,18/12/2014 13:19,5/12/14 0:00,2/1/15 0:00,18/02/2015 00:39,211.98,211.98,0
,Diane Higgins,22/04/2015 11:25,17/04/2015 00:00,15/05/2015 00:00,28/05/2015 14:41,211.98,211.98,0
,Diane Higgins,25/04/2016 10:10,11/4/16 0:00,9/5/16 0:00,20/05/2016 14:18,211.98,211.98,0
,Diane Higgins,13/06/2016 10:14,2/6/16 0:00,30/06/2016 00:00,7/7/16 9:24,211.98,211.98,0
,Diane Higgins,27/06/2016 08:45,13/06/2016 00:00,11/7/16 0:00,7/7/16 13:56,211.98,211.98,0
,Diane Higgins,1/8/16 8:49,18/07/2016 00:00,15/08/2016 00:00,2/9/16 11:21,211.98,211.98,0
,Diane Higgins,29/07/2015 11:36,24/07/2015 00:00,21/08/2015 00:00,27/08/2015 10:56,211.98,211.98,0
,Diane Higgins,3/5/16 10:08,20/04/2016 00:00,18/05/2016 00:00,26/05/2016 12:09,211.98,211.98,0
,Hailey Reid,4/5/12 14:34,4/5/12 0:00,18/05/2012 00:00,14/05/2012 10:44,211.98,211.98,0
,Hayden Stone,25/03/2017 01:53,25/03/2017 00:00,8/4/17 0:00,16/05/2017 13:53,211.98,211.98,0
,Jennifer Griffin,3/4/14 9:50,3/4/14 0:00,3/5/14 0:00,24/06/2014 10:55,211.98,211.98,0
,Jerry Christensen,24/05/2012 12:02,24/05/2012 00:00,7/6/12 0:00,20/06/2012 09:48,211.98,211.98,0
,Joseph Ford,8/11/16 11:52,4/11/16 0:00,18/11/2016 00:00,8/11/16 11:52,211.98,211.98,0
,Karen Navarro,31/08/2012 10:24,1/8/12 0:00,15/08/2012 00:00,31/08/2012 10:25,211.98,211.98,0
,Lisa Schneider,5/8/14 14:05,5/8/14 0:00,4/9/14 0:00,21/08/2014 08:58,211.98,211.98,0
,Martha Daniels,29/05/2012 11:11,29/05/2012 00:00,12/6/12 0:00,15/06/2012 08:08,211.98,211.98,0
,Martha Daniels,10/7/12 14:06,10/7/12 0:00,24/07/2012 00:00,18/07/2012 08:41,211.98,211.98,0
,Michelle Heath,14/03/2013 11:54,14/03/2013 00:00,13/04/2013 00:00,11/4/13 9:02,211.98,211.98,0
,Mr. Brendan Powell MD,28/11/2014 08:48,28/11/2014 00:00,28/12/2014 00:00,9/1/15 17:25,211.98,211.98,0
,Ralph Henderson,20/09/2012 11:31,20/09/2012 00:00,4/10/12 0:00,23/11/2012 09:52,211.98,211.98,0
,Roberto Barton,26/10/2012 10:52,26/10/2012 00:00,6/11/12 0:00,7/12/12 9:10,211.98,211.98,0
,Rodney Cox,4/11/14 10:53,4/11/14 0:00,4/12/14 0:00,11/2/15 11:01,211.98,211.98,0
,Thomas Dominguez,23/10/2016 10:53,22/10/2016 00:00,27/10/2016 00:00,9/11/16 9:34,211.98,211.98,0
,Thomas Dominguez,30/04/2017 11:53,5/4/17 0:00,10/4/17 0:00,30/04/2017 11:58,211.98,211.98,0
,Travis Carrillo,19/08/2014 19:48,11/8/14 0:00,10/9/14 0:00,1/10/14 7:08,211.98,211.98,0
,Terry Moore,9/4/14 15:17,9/4/14 0:00,23/04/2014 00:00,25/04/2014 09:16,212.01,29.51,182.5
,Anthony Russell,21/10/2014 16:31,16/10/2014 00:00,15/11/2014 00:00,18/11/2014 12:34,212.22,212.22,0
,Hunter Hutchinson,6/6/15 9:27,6/6/15 0:00,6/7/15 0:00,9/7/15 14:41,212.48,212.48,0
,Mary Campbell,29/12/2015 13:07,23/12/2015 00:00,22/01/2016 00:00,11/2/16 15:11,212.48,212.48,0
,Patrick Wade,29/12/2015 12:59,23/12/2015 00:00,22/01/2016 00:00,4/1/16 20:28,212.48,212.48,0
,Timothy Holmes,1/6/16 10:37,27/05/2016 00:00,10/6/16 0:00,1/7/16 12:08,212.58,212.58,0
,Donna Willis,18/12/2014 09:43,18/12/2014 00:00,17/01/2015 00:00,10/4/15 12:13,212.66,212.66,0
,Vicki Ortiz,11/1/17 15:38,11/1/17 0:00,10/2/17 0:00,13/03/2017 10:50,212.72,212.71,0.01
,Kevin Summers,22/10/2014 07:42,22/10/2014 00:00,29/10/2014 00:00,9/11/14 20:47,213.18,213.18,0
,Vicki Ortiz,27/10/2014 09:55,27/10/2014 00:00,26/11/2014 00:00,29/01/2015 14:40,213.34,213.34,0
,Heather Palmer,15/09/2015 12:54,15/09/2015 00:00,21/09/2015 00:00,24/09/2015 13:11,213.38,213.38,0
,Joseph Rose,9/5/16 10:31,30/04/2016 00:00,20/05/2016 00:00,16/06/2016 13:05,213.57,213.57,0
,William Jackson,25/01/2016 16:09,25/01/2016 00:00,24/02/2016 00:00,22/03/2016 10:00,213.64,213.64,0
,Donna Willis,23/04/2014 15:34,23/04/2014 00:00,23/05/2014 00:00,20/08/2014 16:05,213.66,213.66,0
,Vicki Ortiz,13/01/2016 11:42,13/01/2016 00:00,12/2/16 0:00,15/03/2016 13:44,213.7,213.7,0
,Jorge Keller,28/03/2017 10:34,28/03/2017 00:00,27/04/2017 00:00,6/4/17 14:09,213.98,213.98,0
,Julie Martin,5/3/15 3:09,28/02/2015 00:00,30/03/2015 00:00,30/04/2015 13:11,214.02,214.02,0
,Vicki Ortiz,2/11/15 15:59,30/10/2015 00:00,29/11/2015 00:00,4/1/16 13:40,214.08,214.08,0
,Noah Scott,30/09/2016 13:35,30/09/2016 00:00,1/10/16 0:00,4/11/16 14:01,214.14,209.81,4.33
,Johnathan Krueger,20/10/2015 08:47,20/10/2015 00:00,27/10/2015 00:00,29/12/2015 10:44,214.38,214.38,0
,Vicki Ortiz,13/06/2016 12:52,13/06/2016 00:00,13/07/2016 00:00,4/8/16 13:24,214.98,214.98,0
,Daniel Williams,23/04/2014 09:18,18/04/2014 00:00,2/5/14 0:00,25/06/2014 11:25,215.04,215.04,0
,Eric Strickland,22/08/2017 09:55,18/08/2017 00:00,30/09/2017 00:00,2/10/17 8:19,215.16,215.16,0
,Eric Strickland,14/07/2017 15:03,14/07/2017 00:00,31/08/2017 00:00,1/11/17 9:18,215.16,215.16,0
,Eric Strickland,11/4/17 8:51,10/4/17 0:00,31/05/2017 00:00,1/6/17 11:08,215.16,215.16,0
,Sarah Montgomery,13/02/2017 09:37,13/02/2017 00:00,31/03/2017 00:00,3/4/17 8:28,215.16,215.16,0
,Sarah Montgomery,16/02/2017 09:25,16/02/2017 00:00,31/03/2017 00:00,2/5/17 8:40,215.16,215.16,0
,Abigail Hernandez,26/05/2016 18:46,11/5/16 0:00,10/6/16 0:00,20/06/2016 17:52,215.25,215.25,0
,Gail Holloway,17/02/2015 15:16,11/2/15 0:00,13/03/2015 00:00,13/03/2015 15:11,215.28,215.28,0
,Cody Miller,19/05/2014 06:00,19/05/2014 00:00,18/06/2014 00:00,22/07/2014 09:15,215.58,2.08,213.5
,Franklin Newman,29/02/2016 11:55,8/2/16 0:00,15/02/2016 00:00,29/02/2016 12:01,215.98,61.98,154
